AMOUNT,DATE,TICKER,TYPE,YEAR
"1,360",2016-05-27,GTT,Final,2016
"1,330",2016-09-28,GTT,Interim,2016
"1,330",2017-05-29,GTT,Final,2017
"1,330",2017-09-27,GTT,Interim,2017
"1,330",2018-05-29,GTT,Final,2018
"1,330",2018-09-26,GTT,Interim,2018
"1,790",2019-05-27,GTT,Final,2019
"1,500",2019-09-25,GTT,Interim,2019
"1,750",2020-06-08,GTT,Final,2020
"2,500",2020-11-03,GTT,Interim,2020
"1,790",2021-06-01,GTT,Final,2021
"1,350",2021-11-03,GTT,Interim,2021
"1,750",2022-06-06,GTT,Final,2022
"1,550",2022-12-13,GTT,Interim,2022
"1,550",2023-06-12,GTT,Final,2023
"1,850",2023-12-13,GTT,Interim,2023
2 pour 1,2000-03-01,GUI,,2000
"0,130",2019-07-08,GUI,,2019
"0,250",2021-06-16,GUI,,2021
"0,250",2022-06-15,GUI,,2022
"0,250",2023-06-07,GUI,,2023
"0,045",1998-07-16,HCO,,1998
"0,090",1999-07-23,HCO,,1999
"0,089",2001-08-08,HCO,,2001
4 pour 1,2002-07-05,HCO,,2002
840 pour 797,2004-04-08,HCO,,2004
"0,050",2008-07-07,HCO,,2008
"0,050",2009-07-06,HCO,,2009
"0,075",2010-07-06,HCO,,2010
"0,100",2011-06-23,HCO,,2011
"0,075",2012-06-21,HCO,,2012
"0,075",2013-06-21,HCO,,2013
"0,075",2014-06-06,HCO,,2014
"0,075",2015-06-12,HCO,,2015
"0,095",2016-06-03,HCO,,2016
2 pour 1,2016-09-02,HCO,,2016
"0,120",2017-06-02,HCO,,2017
"0,140",2018-06-01,HCO,,2018
"0,160",2019-05-24,HCO,,2019
"0,270",2021-05-20,HCO,,2021
"0,320",2022-05-19,HCO,,2022
"0,400",2023-05-24,HCO,,2023
"1,037",1990-07-10,HO,,1990
"1,037",1991-07-10,HO,,1991
"1,037",1992-07-10,HO,,1992
"0,915",1993-07-12,HO,,1993
"0,305",1995-07-10,HO,,1995
"0,396",1996-07-10,HO,,1996
"0,427",1997-07-10,HO,,1997
"0,549",1998-07-10,HO,,1998
"0,549",1999-07-09,HO,,1999
"0,610",2000-07-10,HO,,2000
"0,620",2001-06-11,HO,,2001
"0,700",2002-05-31,HO,,2002
"0,700",2003-06-02,HO,,2003
"0,750",2004-05-31,HO,,2004
"0,800",2005-05-31,HO,,2005
"0,830",2006-05-31,HO,,2006
"0,870",2007-05-31,HO,,2007
"1,000",2008-05-28,HO,,2008
"1,050",2009-05-27,HO,,2009
"0,500",2010-05-26,HO,,2010
"0,500",2011-05-26,HO,,2011
"0,250",2011-12-20,HO,Interim,2011
"0,530",2012-05-28,HO,,2012
"0,250",2012-12-11,HO,Interim,2012
"0,630",2013-05-28,HO,Final,2013
"0,270",2013-12-10,HO,Interim,2013
"0,850",2014-05-27,HO,Final,2014
"0,340",2014-12-10,HO,Interim,2014
"0,780",2015-05-27,HO,Final,2015
"0,350",2015-12-09,HO,Interim,2015
"1,010",2016-05-30,HO,Final,2016
"0,400",2016-12-07,HO,Interim,2016
"1,200",2017-05-31,HO,Final,2017
"0,450",2017-12-06,HO,Interim,2017
"1,300",2018-05-30,HO,Final,2018
"0,500",2018-12-04,HO,Interim,2018
"1,580",2019-05-21,HO,Final,2019
"0,600",2019-12-03,HO,Interim,2019
"0,400",2020-12-01,HO,Interim,2020
"1,360",2021-05-18,HO,Final,2021
"0,600",2021-12-07,HO,Interim,2021
"1,960",2022-05-17,HO,Final,2022
"0,700",2022-12-06,HO,Interim,2022
"2,240",2023-05-23,HO,Final,2023
"0,800",2023-12-05,HO,Interim,2023
"0,072",1994-06-08,IDIP,,1994
"0,072",1995-07-04,IDIP,,1995
"0,076",1996-07-02,IDIP,,1996
"0,088",1998-06-26,IDIP,,1998
"0,096",1999-06-23,IDIP,,1999
5252 pour 275,2000-07-06,IDIP,,2000
"0,152",2001-07-06,IDIP,,2001
"0,170",2002-06-28,IDIP,,2002
"0,190",2003-06-27,IDIP,,2003
"0,400",2004-06-30,IDIP,,2004
"0,700",2005-06-30,IDIP,,2005
"0,850",2006-07-03,IDIP,,2006
"0,950",2007-06-29,IDIP,,2007
"1,100",2008-07-02,IDIP,,2008
"0,900",2009-07-02,IDIP,,2009
"0,900",2010-07-02,IDIP,,2010
"1,150",2011-07-04,IDIP,,2011
"3,350",2012-06-25,IDIP,,2012
"1,000",2012-11-21,IDIP,Interim,2012
"0,150",2013-06-28,IDIP,Final,2013
"1,150",2013-12-11,IDIP,Interim,2013
"1,000",2014-07-01,IDIP,Final,2014
"1,600",2014-11-26,IDIP,Interim,2014
"1,250",2015-07-03,IDIP,Final,2015
"1,400",2016-07-01,IDIP,,2016
"1,600",2017-06-30,IDIP,Final,2017
"1,750",2018-07-02,IDIP,Final,2018
"1,900",2019-07-02,IDIP,Spécial,2019
"1,500",2020-06-30,IDIP,Final,2020
"2,000",2021-06-30,IDIP,Final,2021
"1,100",2021-09-27,IDIP,Interim,2021
"2,300",2022-05-17,IDIP,Final,2022
"2,500",2023-05-22,IDIP,Final,2023
"0,435",1990-07-09,IMDA,,1990
"0,522",1991-07-05,IMDA,,1991
"0,557",1992-07-08,IMDA,,1992
"0,696",1993-07-08,IMDA,,1993
"0,696",1994-07-08,IMDA,,1994
"0,696",1995-07-10,IMDA,,1995
"0,696",1996-07-12,IMDA,,1996
"0,435",1997-07-17,IMDA,,1997
"0,218",1998-07-16,IMDA,,1998
"0,217",1999-07-16,IMDA,,1999
"0,171",2000-06-15,IMDA,,2000
"0,185",2007-07-02,IMDA,,2007
4 pour 1,2007-10-05,IMDA,,2007
"0,183",2008-07-03,IMDA,,2008
"0,183",2009-06-30,IMDA,,2009
"0,228",2010-06-16,IMDA,,2010
301 pour 275,2010-11-22,IMDA,,2010
"0,300",2011-06-30,IMDA,,2011
"0,800",2012-06-14,IMDA,,2012
"1,500",2013-05-27,IMDA,,2013
"1,600",2014-05-23,IMDA,,2014
"1,200",2015-05-20,IMDA,,2015
"1,200",2016-05-06,IMDA,,2016
"1,200",2017-05-12,IMDA,,2017
"1,240",2018-05-07,IMDA,,2018
"1,240",2019-05-15,IMDA,,2019
"1,240",2020-05-27,IMDA,,2020
"1,000",2021-05-07,IMDA,,2021
"1,300",2022-05-23,IMDA,,2022
"1,780",2023-05-15,IMDA,,2023
"0,079",1999-06-14,INF,,1999
"0,091",2000-06-30,INF,,2000
"0,092",2001-06-29,INF,,2001
"0,120",2002-06-03,INF,,2002
"0,092",2003-06-02,INF,,2003
"0,100",2004-06-10,INF,,2004
"0,120",2005-06-02,INF,,2005
"0,120",2006-06-08,INF,,2006
"0,200",2007-06-01,INF,,2007
"0,300",2008-06-02,INF,,2008
"0,300",2009-05-29,INF,,2009
"0,400",2010-06-01,INF,,2010
"0,500",2011-05-27,INF,,2011
"0,450",2012-05-30,INF,,2012
"0,400",2013-05-27,INF,,2013
"0,700",2014-05-27,INF,,2014
5 pour 1,2014-06-02,INF,,2014
"0,800",2015-05-25,INF,,2015
"1,000",2016-05-30,INF,,2016
"1,000",2017-06-06,INF,,2017
"1,150",2018-06-06,INF,,2018
"1,600",2019-06-04,INF,,2019
"1,050",2020-05-26,INF,,2020
"1,600",2021-05-24,INF,,2021
"1,600",2022-05-27,INF,,2022
"2,000",2023-05-19,INF,,2023
"0,534",2000-07-12,INFE,,2000
"0,572",2001-07-11,INFE,,2001
"1,900",2002-07-03,INFE,,2002
"0,700",2003-07-16,INFE,,2003
"1,125",2004-07-15,INFE,,2004
"0,825",2005-07-13,INFE,,2005
"0,850",2006-07-10,INFE,,2006
"0,925",2007-07-02,INFE,,2007
"1,050",2008-06-26,INFE,,2008
4 pour 1,2008-09-01,INFE,,2008
"1,150",2009-06-26,INFE,,2009
"1,250",2010-06-08,INFE,,2010
"1,250",2010-06-28,INFE,,2010
"1,300",2011-06-28,INFE,,2011
"1,330",2012-06-20,INFE,,2012
"1,350",2013-06-19,INFE,,2013
"1,380",2014-06-25,INFE,,2014
"1,400",2015-06-26,INFE,,2015
"1,420",2016-06-28,INFE,,2016
"1,450",2017-06-28,INFE,,2017
"0,600",2019-06-26,INFE,,2019
"0,600",2020-06-26,INFE,,2020
"0,600",2021-06-28,INFE,,2021
"1,700",2022-07-04,INFE,,2022
"2,000",2023-06-28,INFE,,2023
"6,570",2023-12-23,INFE,,2023
2 pour 1,2023-12-22,INFE,,2023
"0,600",2006-06-05,IPN,,2006
"0,600",2007-06-06,IPN,,2007
"0,660",2008-06-06,IPN,,2008
"0,700",2009-06-09,IPN,,2009
"0,750",2010-06-01,IPN,,2010
"0,800",2011-06-01,IPN,,2011
"0,800",2012-06-06,IPN,,2012
"0,800",2013-06-05,IPN,Final,2013
"0,800",2014-06-09,IPN,Final,2014
"0,850",2015-05-29,IPN,Final,2015
"0,850",2016-06-02,IPN,Final,2016
"0,850",2017-06-09,IPN,Final,2017
"1,000",2018-06-04,IPN,Final,2018
"1,000",2019-05-31,IPN,Final,2019
"1,000",2020-06-03,IPN,Final,2020
"1,000",2021-05-31,IPN,Final,2021
"1,200",2022-05-31,IPN,Final,2022
"1,200",2023-06-02,IPN,Final,2023
"0,053",2000-06-27,IPS,,2000
"0,059",2001-07-06,IPS,,2001
"0,061",2002-07-10,IPS,,2002
"0,070",2003-07-09,IPS,,2003
"0,198",2004-07-02,IPS,,2004
"0,210",2005-07-04,IPS,,2005
"0,233",2006-07-03,IPS,,2006
4 pour 1,2006-07-04,IPS,,2006
"0,261",2007-07-03,IPS,,2007
"0,373",2008-06-27,IPS,,2008
"0,466",2009-06-29,IPS,,2009
"0,476",2010-06-30,IPS,,2010
"0,560",2011-06-30,IPS,,2011
403 pour 376,2011-09-12,IPS,,2011
"0,630",2012-07-02,IPS,,2012
"0,640",2013-07-01,IPS,,2013
"0,700",2014-07-01,IPS,,2014
"0,750",2015-07-01,IPS,,2015
"0,800",2016-07-01,IPS,,2016
"0,850",2017-07-03,IPS,,2017
"0,870",2018-07-02,IPS,,2018
"0,880",2019-07-01,IPS,,2019
"0,450",2020-07-01,IPS,,2020
"0,900",2021-07-01,IPS,,2021
"1,150",2022-07-01,IPS,,2022
"1,350",2023-07-03,IPS,,2023
4012 pour 3905,1995-11-08,ITP,,1995
"0,007",1999-06-01,ITP,,1999
"0,010",2000-05-31,ITP,,2000
4 pour 3,2000-06-05,ITP,,2000
"0,016",2001-05-15,ITP,,2001
9 pour 8,2001-06-05,ITP,,2001
"0,021",2002-05-15,ITP,,2002
98163 pour 89239,2002-06-10,ITP,,2002
"0,026",2003-05-15,ITP,,2003
98163 pour 89239,2003-06-11,ITP,,2003
"0,041",2004-05-12,ITP,,2004
2 pour 1,2004-10-18,ITP,,2004
"0,051",2005-04-29,ITP,,2005
98163 pour 89239,2005-07-18,ITP,,2005
"0,056",2006-05-04,ITP,,2006
1000 pour 909,2006-06-15,ITP,,2006
"0,063",2007-04-30,ITP,,2007
11 pour 10,2007-06-20,ITP,,2007
"0,069",2008-04-30,ITP,,2008
98163 pour 89239,2008-06-18,ITP,,2008
"0,076",2009-04-27,ITP,,2009
6 pour 5,2009-06-15,ITP,,2009
"0,094",2010-04-28,ITP,,2010
98163 pour 89239,2010-06-21,ITP,,2010
"0,127",2011-05-03,ITP,,2011
98163 pour 89239,2011-06-20,ITP,,2011
"0,146",2012-05-02,ITP,,2012
98163 pour 89239,2012-06-18,ITP,,2012
"0,173",2013-04-29,ITP,,2013
98163 pour 89239,2013-06-17,ITP,,2013
"0,173",2014-05-05,ITP,,2014
6 pour 5,2014-06-23,ITP,,2014
"0,187",2015-05-05,ITP,,2015
11 pour 10,2015-06-18,ITP,,2015
"0,233",2016-04-27,ITP,,2016
11 pour 10,2016-06-16,ITP,,2016
"0,282",2017-05-05,ITP,,2017
98163 pour 89239,2017-06-13,ITP,,2017
"0,378",2018-05-09,ITP,,2018
98163 pour 89239,2018-06-12,ITP,,2018
"0,441",2019-05-02,ITP,,2019
11 pour 10,2019-06-14,ITP,,2019
11 pour 10,2020-10-13,ITP,,2020
"0,413",2021-05-03,ITP,,2021
11 pour 10,2021-06-16,ITP,,2021
"0,777",2022-05-16,ITP,,2022
11 pour 10,2022-06-20,ITP,,2022
"0,955",2023-05-11,ITP,,2023
11 pour 10,2023-06-27,ITP,,2023
"0,050",2000-06-29,JBOG,,2000
"0,062",2001-06-29,JBOG,,2001
"0,075",2002-06-21,JBOG,,2002
"0,125",2003-06-23,JBOG,,2003
"0,225",2004-06-29,JBOG,,2004
"0,150",2005-06-29,JBOG,,2005
"0,225",2006-06-30,JBOG,,2006
"0,260",2007-06-28,JBOG,,2007
"0,400",2009-07-02,JBOG,,2009
"0,138",2010-07-01,JBOG,,2010
"0,235",2011-07-04,JBOG,,2011
"0,315",2012-06-18,JBOG,,2012
"0,165",2014-06-20,JBOG,,2014
"0,150",2015-07-03,JBOG,,2015
20 pour 1,2015-07-29,JBOG,,2015
"0,150",2016-07-01,JBOG,,2016
"0,160",2017-07-05,JBOG,,2017
"0,170",2018-07-04,JBOG,,2018
"0,200",2019-07-03,JBOG,,2019
"0,230",2020-07-23,JBOG,,2020
"0,230",2021-07-02,JBOG,,2021
"0,230",2022-07-05,JBOG,,2022
"0,180",2023-07-05,JBOG,,2023
"0,395",1990-07-02,JCQ,,1990
25 pour 24,1990-07-09,JCQ,,1990
"0,427",1991-07-01,JCQ,,1991
"0,213",1992-07-01,JCQ,,1992
"0,053",1993-07-01,JCQ,,1993
"0,213",1995-06-01,JCQ,,1995
"0,427",1996-07-05,JCQ,,1996
"0,320",1997-07-01,JCQ,,1997
10 pour 1,1997-07-07,JCQ,,1997
"0,320",1998-07-01,JCQ,,1998
"0,350",1999-07-01,JCQ,,1999
"0,350",2000-07-03,JCQ,,2000
"0,420",2001-07-02,JCQ,,2001
"0,420",2002-07-02,JCQ,,2002
"0,210",2003-06-02,JCQ,,2003
"0,820",2007-05-31,JCQ,,2007
"1,100",2008-05-13,JCQ,,2008
"0,420",2012-07-03,JCQ,,2012
"0,590",2013-07-02,JCQ,,2013
"0,590",2014-06-30,JCQ,,2014
"0,770",2015-07-01,JCQ,,2015
"0,400",2016-07-05,JCQ,,2016
"0,500",2017-07-05,JCQ,,2017
"0,700",2018-07-04,JCQ,,2018
"0,700",2019-07-02,JCQ,,2019
"0,200",2020-07-01,JCQ,,2020
"0,400",2021-06-29,JCQ,,2021
"1,000",2022-06-30,JCQ,,2022
"1,000",2023-07-05,JCQ,,2023
"0,349",1990-07-09,KER,,1990
"0,381",1991-07-01,KER,,1991
"0,432",1992-07-06,KER,,1992
"0,538",1993-07-05,KER,,1993
98163 pour 89239,1994-05-20,KER,,1994
"0,592",1994-05-20,KER,,1994
"0,628",1995-07-03,KER,,1995
"0,684",1996-07-01,KER,,1996
"0,894",1997-07-01,KER,,1997
"1,089",1998-07-01,KER,,1998
5 pour 1,1998-07-17,KER,,1998
"1,319",1999-07-01,KER,,1999
"1,631",2000-07-03,KER,,2000
"1,996",2001-06-08,KER,,2001
"2,106",2002-06-07,KER,,2002
"2,106",2003-06-06,KER,,2003
"2,198",2004-06-04,KER,,2004
"2,308",2005-06-03,KER,,2005
"2,491",2006-06-02,KER,,2006
"2,747",2007-06-01,KER,,2007
"3,159",2008-06-11,KER,,2008
"3,022",2009-05-11,KER,,2009
"3,022",2010-05-21,KER,,2010
"3,205",2011-05-23,KER,,2011
"3,205",2012-05-02,KER,,2012
"1,374",2013-01-21,KER,Interim,2013
"2,093",2013-06-20,KER,Final,2013
"1,395",2014-01-21,KER,Interim,2014
"2,093",2014-05-08,KER,Final,2014
"1,395",2015-01-22,KER,Interim,2015
"2,325",2015-04-28,KER,Final,2015
"1,395",2016-01-21,KER,Interim,2016
"2,325",2016-05-04,KER,Final,2016
"1,395",2017-01-16,KER,Interim,2017
"2,883",2017-05-03,KER,Final,2017
"1,860",2018-01-15,KER,Interim,2018
"4,000",2018-05-14,KER,Final,2018
"3,500",2019-01-15,KER,Interim,2019
"7,000",2019-05-02,KER,Final,2019
"3,500",2020-01-14,KER,Interim,2020
"4,500",2020-06-24,KER,Final,2020
"2,500",2021-01-19,KER,Interim,2021
"5,500",2021-05-04,KER,Final,2021
"3,500",2022-01-13,KER,Interim,2022
"8,500",2022-05-03,KER,Final,2022
"4,500",2023-01-16,KER,Interim,2023
"9,500",2023-05-02,KER,Final,2023
"0,410",2001-06-01,KOF,,2001
"0,460",2002-06-03,KOF,,2002
"0,500",2003-06-05,KOF,,2003
"0,550",2004-06-03,KOF,,2004
"0,615",2005-06-03,KOF,,2005
"0,300",2005-09-27,KOF,,2005
2 pour 1,2006-04-24,KOF,,2006
"0,600",2006-05-02,KOF,,2006
"0,450",2006-09-26,KOF,,2006
"0,870",2007-04-26,KOF,,2007
"4,830",2007-07-10,KOF,,2007
"0,750",2007-12-05,KOF,,2007
"1,020",2008-02-25,KOF,,2008
"0,570",2008-05-27,KOF,,2008
"0,940",2008-08-26,KOF,,2008
"0,254",2009-04-06,KOF,,2009
"1,132",2010-04-21,KOF,,2010
"2,310",2012-11-12,KOF,Interim,2012
"0,680",2015-03-16,KOF,Interim,2015
"0,680",2015-07-20,KOF,Final,2015
"1,850",2016-03-08,KOF,Interim,2016
"2,000",2016-04-20,KOF,Final,2016
"1,850",2017-05-16,KOF,Final,2017
"2,100",2018-05-09,KOF,Final,2018
"2,500",2019-05-15,KOF,Final,2019
"1,750",2020-05-11,KOF,Interim,2020
"1,750",2020-06-08,KOF,Final,2020
"1,850",2021-06-02,KOF,Final,2021
"1,950",2022-06-01,KOF,Final,2022
"2,400",2023-05-09,KOF,Final,2023
"0,390",1994-04-27,LACR,,1994
"0,390",1995-04-25,LACR,,1995
"0,390",1996-04-22,LACR,,1996
"0,390",1998-04-28,LACR,,1998
"0,390",1999-04-29,LACR,,1999
"0,195",2000-04-20,LACR,,2000
"0,195",2001-04-19,LACR,,2001
"0,224",2003-04-15,LACR,,2003
"0,320",2004-04-20,LACR,,2004
"0,576",2005-04-05,LACR,,2005
2212 pour 2161,2005-06-01,LACR,,2005
"0,328",2006-04-05,LACR,,2006
"0,557",2007-04-19,LACR,,2007
"0,753",2008-04-11,LACR,,2008
3 pour 1,2008-04-21,LACR,,2008
"0,590",2009-04-08,LACR,,2009
"0,295",2010-04-12,LACR,,2010
"0,540",2011-04-12,LACR,,2011
"0,491",2012-04-10,LACR,,2012
"0,491",2013-04-10,LACR,,2013
"0,491",2014-04-10,LACR,,2014
"0,688",2015-04-13,LACR,,2015
"0,393",2016-04-13,LACR,,2016
"0,393",2017-04-11,LACR,,2017
"0,590",2018-04-11,LACR,,2018
"0,707",2019-04-11,LACR,,2019
"0,884",2020-04-14,LACR,,2020
403 pour 396,2021-07-07,LACR,,2021
"0,680",2021-07-09,LACR,,2021
"0,850",2022-07-08,LACR,,2022
"0,800",2023-07-11,LACR,,2023
"0,070",2001-06-29,LIN,,2001
"0,084",2002-04-23,LIN,,2002
"0,090",2002-06-12,LIN,,2002
"0,120",2003-07-04,LIN,,2003
"0,180",2004-07-05,LIN,,2004
"0,180",2005-07-11,LIN,,2005
"0,014",2005-11-29,LIN,,2005
"0,250",2006-07-07,LIN,,2006
"0,250",2007-07-05,LIN,,2007
"0,300",2008-06-30,LIN,,2008
"0,120",2009-07-02,LIN,,2009
"0,200",2010-07-02,LIN,,2010
"0,500",2011-05-25,LIN,,2011
"0,500",2012-06-26,LIN,,2012
"0,550",2013-07-02,LIN,,2013
"0,650",2014-07-02,LIN,,2014
"0,650",2015-07-29,LIN,,2015
"0,650",2015-09-10,LIN,,2015
"1,400",2016-07-06,LIN,,2016
"1,500",2017-07-05,LIN,,2017
"1,350",2018-07-05,LIN,,2018
"1,350",2019-07-05,LIN,,2019
"0,950",2020-07-06,LIN,,2020
"1,350",2021-07-06,LIN,,2021
"1,600",2022-07-06,LIN,,2022
"1,750",2023-07-05,LIN,,2023
"0,160",2016-07-06,LNA,,2016
"0,235",2017-07-06,LNA,,2017
"0,320",2018-07-06,LNA,,2018
"0,380",2019-07-08,LNA,,2019
"0,450",2020-07-08,LNA,,2020
"0,200",2021-07-07,LNA,,2021
"0,430",2022-07-07,LNA,,2022
"0,500",2023-07-06,LNA,,2023
"0,267",1996-08-29,LOUP,,1996
"0,362",1997-08-29,LOUP,,1997
"0,419",1998-08-28,LOUP,,1998
"0,462",1999-08-27,LOUP,,1999
"0,450",2000-08-25,LOUP,,2000
"0,425",2001-09-07,LOUP,,2001
"0,500",2002-08-30,LOUP,,2002
2 pour 1,2002-10-07,LOUP,,2002
"0,560",2003-08-27,LOUP,,2003
"0,575",2004-08-26,LOUP,,2004
"0,625",2005-08-25,LOUP,,2005
"0,625",2006-08-30,LOUP,,2006
"0,625",2007-08-30,LOUP,,2007
"0,750",2008-08-18,LOUP,,2008
"0,650",2009-08-21,LOUP,,2009
"0,965",2010-08-23,LOUP,,2010
"0,900",2011-08-22,LOUP,,2011
"0,900",2012-08-28,LOUP,,2012
"0,900",2013-08-26,LOUP,,2013
"0,900",2014-08-25,LOUP,,2014
"1,150",2015-08-25,LOUP,,2015
"1,250",2016-08-30,LOUP,,2016
2 pour 1,2016-09-28,LOUP,,2016
"1,400",2017-08-29,LOUP,,2017
"1,500",2018-08-28,LOUP,,2018
"1,600",2019-08-27,LOUP,,2019
"1,200",2020-08-25,LOUP,,2020
"1,800",2021-08-24,LOUP,,2021
"2,000",2022-08-29,LOUP,,2022
"2,700",2023-08-28,LOUP,,2023
"0,666",2000-07-17,LPE,,2000
"0,667",2001-07-19,LPE,,2001
"0,667",2002-07-19,LPE,,2002
"0,666",2003-07-22,LPE,,2003
"0,666",2004-07-20,LPE,,2004
"0,750",2005-07-20,LPE,,2005
"1,000",2006-07-20,LPE,,2006
"1,300",2007-07-19,LPE,,2007
"1,400",2008-07-17,LPE,,2008
"0,830",2009-07-20,LPE,,2009
"0,690",2010-07-19,LPE,,2010
"0,760",2011-07-18,LPE,,2011
"1,000",2012-07-16,LPE,,2012
"1,000",2013-07-15,LPE,,2013
"1,000",2014-07-14,LPE,,2014
"1,000",2015-07-16,LPE,,2015
"1,050",2016-07-18,LPE,,2016
"1,050",2017-07-18,LPE,,2017
"1,050",2018-07-18,LPE,,2018
"1,150",2019-07-17,LPE,,2019
"1,030",2020-10-13,LPE,,2020
"1,000",2021-07-29,LPE,,2021
"1,200",2022-07-28,LPE,,2022
"2,000",2023-07-20,LPE,,2023
"0,410",2006-06-08,LR,,2006
"0,500",2007-05-21,LR,,2007
"0,700",2008-05-29,LR,,2008
"0,700",2009-06-01,LR,,2009
"0,700",2010-06-02,LR,,2010
"0,880",2011-05-31,LR,,2011
"0,930",2012-05-31,LR,,2012
"1,000",2013-05-29,LR,Final,2013
"1,050",2014-05-29,LR,Final,2014
"1,100",2015-06-02,LR,Final,2015
"1,150",2016-05-31,LR,Final,2016
"1,190",2017-06-02,LR,Final,2017
"1,260",2018-06-01,LR,Final,2018
"1,340",2019-06-03,LR,Final,2019
"1,340",2020-06-01,LR,Final,2020
"1,420",2021-05-28,LR,Final,2021
"1,650",2022-05-30,LR,Final,2022
"1,900",2023-06-02,LR,Final,2023
"0,120",2004-05-10,LSS,,2004
"0,130",2005-05-10,LSS,,2005
"0,130",2006-05-10,LSS,,2006
"0,150",2007-05-10,LSS,,2007
"0,180",2011-05-05,LSS,,2011
"0,220",2012-05-07,LSS,,2012
"0,220",2013-05-07,LSS,,2013
"0,220",2014-05-02,LSS,,2014
"0,250",2015-05-05,LSS,,2015
"0,300",2016-05-04,LSS,,2016
"0,350",2017-05-03,LSS,,2017
"0,380",2018-05-02,LSS,,2018
"0,400",2019-05-03,LSS,,2019
"0,400",2020-05-06,LSS,,2020
"0,240",2021-05-05,LSS,,2021
"0,360",2022-05-04,LSS,,2022
"0,480",2023-05-03,LSS,,2023
"0,495",2000-05-16,LTA,,2000
"0,206",2006-05-09,LTA,,2006
"0,588",2007-06-05,LTA,,2007
17 pour 1,2007-06-06,LTA,,2007
"0,200",2008-04-21,LTA,,2008
"0,100",2012-04-19,LTA,,2012
"0,410",2013-05-13,LTA,,2013
"0,446",2014-05-19,LTA,,2014
"0,500",2015-05-19,LTA,,2015
"0,560",2016-05-25,LTA,,2016
"0,650",2017-05-24,LTA,,2017
"0,650",2018-05-23,LTA,,2018
"0,660",2019-06-28,LTA,,2019
"0,660",2020-05-26,LTA,,2020
"1,090",2021-05-25,LTA,,2021
"1,130",2022-05-25,LTA,,2022
"1,080",2023-05-24,LTA,,2023
"0,901",1998-03-31,MAU,,1998
10 pour 1,2004-12-30,MAU,,2004
"0,150",2005-09-05,MAU,,2005
"0,330",2006-07-04,MAU,,2006
"1,200",2007-06-25,MAU,,2007
"1,200",2008-06-16,MAU,,2008
"0,350",2009-06-22,MAU,,2009
"0,100",2010-05-28,MAU,,2010
"0,250",2011-07-04,MAU,,2011
"0,400",2012-06-21,MAU,,2012
"0,400",2013-06-21,MAU,,2013
"0,040",2019-06-17,MAU,,2019
"0,140",2022-07-01,MAU,,2022
"0,230",2023-07-03,MAU,,2023
"0,192",1990-06-14,MC,,1990
"0,068",1990-11-30,MC,,1990
"0,211",1991-06-13,MC,,1991
11 pour 10,1991-09-05,MC,,1991
"0,074",1991-11-29,MC,,1991
"0,232",1992-06-05,MC,,1992
"0,079",1992-11-30,MC,,1992
"0,227",1993-06-18,MC,,1993
"0,079",1993-11-30,MC,,1993
5 pour 1,1994-03-21,MC,,1994
"0,259",1994-06-27,MC,,1994
1100 pour 991,1994-07-06,MC,,1994
"0,125",1994-11-30,MC,,1994
"0,312",1995-06-19,MC,,1995
"0,137",1995-11-30,MC,,1995
"0,343",1996-06-14,MC,,1996
"0,145",1996-11-29,MC,,1996
"0,365",1997-06-13,MC,,1997
"0,157",1997-12-01,MC,,1997
"0,400",1998-06-15,MC,,1998
"0,157",1998-12-01,MC,,1998
"0,400",1999-06-01,MC,,1999
1000 pour 909,1999-06-21,MC,,1999
"0,180",1999-12-01,MC,,1999
"0,433",2000-06-05,MC,,2000
5 pour 1,2000-07-03,MC,,2000
"0,198",2000-12-01,MC,,2000
"0,478",2001-06-05,MC,,2001
"0,198",2001-12-04,MC,,2001
"0,478",2002-06-04,MC,,2002
"0,198",2002-12-03,MC,,2002
"0,523",2003-05-28,MC,,2003
"0,198",2003-12-04,MC,,2003
"0,568",2004-05-19,MC,,2004
"0,225",2004-12-02,MC,,2004
"0,631",2005-05-18,MC,,2005
"0,225",2005-12-02,MC,,2005
"0,811",2006-05-18,MC,,2006
"0,270",2006-12-01,MC,,2006
"0,991",2007-05-15,MC,,2007
"0,315",2007-11-28,MC,,2007
"1,127",2008-05-20,MC,,2008
"0,315",2008-11-27,MC,,2008
"1,127",2009-05-20,MC,,2009
"0,315",2009-11-27,MC,,2009
"1,172",2010-05-20,MC,,2010
"0,631",2010-11-29,MC,Interim,2010
"1,262",2011-05-20,MC,Final,2011
"0,721",2011-11-29,MC,Interim,2011
"1,622",2012-04-20,MC,,2012
"0,991",2012-11-29,MC,Interim,2012
"1,622",2013-04-22,MC,Final,2013
"1,081",2013-11-28,MC,Interim,2013
"1,900",2014-04-11,MC,Final,2014
"1,712",2014-04-14,MC,,2014
"1,127",2014-12-02,MC,Interim,2014
"1,950",2015-04-21,MC,Final,2015
"1,350",2015-12-01,MC,Interim,2015
"2,200",2016-04-19,MC,Final,2016
"1,400",2016-11-29,MC,Interim,2016
"2,600",2017-04-19,MC,Final,2017
"1,600",2017-12-05,MC,Interim,2017
"3,400",2018-04-17,MC,Final,2018
"2,000",2018-12-04,MC,Interim,2018
"4,000",2019-04-25,MC,Final,2019
"2,200",2019-12-06,MC,Interim,2019
"2,600",2020-07-07,MC,Final,2020
"2,000",2020-12-01,MC,Interim,2020
